time,streamflow
1992-12-18,97.127
1992-12-19,31.715
1992-12-20,58.333
1992-12-21,108.453
1992-12-22,47.289
1992-12-23,37.661
1992-12-24,57.766
1992-12-25,34.83
1992-12-26,26.561
1992-12-27,23.022
1992-12-28,60.881
1992-12-29,42.475
1992-12-30,28.883
1992-12-31,23.248
1993-01-01,19.595
1993-01-02,16.65
1993-01-03,14.81
1993-01-04,13.79
1993-01-05,18.066
1993-01-06,17.896
1993-01-07,15.518
1993-01-08,31.148
1993-01-09,30.582
1993-01-10,22.88
1993-01-11,30.582
1993-01-12,56.35
1993-01-13,53.802
1993-01-14,32.564
1993-01-15,24.777
1993-01-16,22.937
1993-01-17,18.944
1993-01-18,16.169
1993-01-19,14.753
1993-01-20,14.102
1993-01-21,24.806
1993-01-22,30.299
1993-01-23,22.144
1993-01-24,48.422
1993-01-25,105.905
1993-01-26,41.626
1993-01-27,26.25
1993-01-28,21.039
1993-01-29,17.84
1993-01-30,15.376
1993-01-31,13.96
1993-02-01,13.224
1993-02-02,12.205
1993-02-03,11.27
1993-02-04,10.675
1993-02-05,10.222
1993-02-06,9.769
1993-02-07,9.401
1993-02-08,9.033
1993-02-09,8.608
1993-02-10,8.24
1993-02-11,8.41
1993-02-12,13.847
1993-02-13,11.978
1993-02-14,10.222
1993-02-15,9.345
1993-02-16,16.792
1993-02-17,17.925
1993-02-18,13.62
1993-02-19,11.553
1993-02-20,10.76
1993-02-21,12.884
1993-02-22,28.147
1993-02-23,19.482
1993-02-24,14.498
1993-02-25,12.856
1993-02-26,20.869
1993-02-27,19.199
1993-02-28,15.574
1993-03-01,13.79
1993-03-02,13.111
1993-03-03,16.792
1993-03-04,46.44
1993-03-05,37.945
1993-03-06,25.287
1993-03-07,19.68
1993-03-08,17.103
1993-03-09,14.753
1993-03-10,13.167
1993-03-11,12.063
1993-03-12,11.044
1993-03-13,14.215
1993-03-14,15.319
1993-03-15,15.518
1993-03-16,18.604
1993-03-17,52.103
1993-03-18,85.8
1993-03-19,55.501
1993-03-20,37.945
1993-03-21,33.697
1993-03-22,35.396
1993-03-23,51.253
1993-03-24,130.54
1993-03-25,96.56
1993-03-26,45.873
1993-03-27,68.527
1993-03-28,50.404
1993-03-29,37.095
1993-03-30,28.119
1993-03-31,27.439
1993-04-01,31.998
1993-04-02,22.993
1993-04-03,19.425
1993-04-04,17.387
1993-04-05,21.351
1993-04-06,26.816
1993-04-07,22.229
1993-04-08,19.086
1993-04-09,21.917
1993-04-10,35.679
1993-04-11,26.476
1993-04-12,20.728
1993-04-13,17.132
1993-04-14,15.065
1993-04-15,13.734
1993-04-16,14.555
1993-04-17,12.828
1993-04-18,11.638
1993-04-19,10.987
1993-04-20,10.477
1993-04-21,11.751
1993-04-22,10.76
1993-04-23,9.684
1993-04-24,9.203
1993-04-25,8.891
1993-04-26,22.399
1993-04-27,16.877
1993-04-28,12.828
1993-04-29,10.987
1993-04-30,9.968
1993-05-01,9.458
1993-05-02,8.835
1993-05-03,8.41
1993-05-04,8.863
1993-05-05,10.392
1993-05-06,8.778
1993-05-07,8.212
1993-05-08,7.759
1993-05-09,13.705
1993-05-10,8.014
1993-05-11,7.136
1993-05-12,6.909
1993-05-13,8.353
1993-05-14,8.835
1993-05-15,7.221
1993-05-16,6.4
1993-05-17,6.173
1993-05-18,6.088
1993-05-19,5.805
1993-05-20,6.031
1993-05-21,5.635
1993-05-22,5.295
1993-05-23,5.097
1993-05-24,4.927
1993-05-25,6.088
1993-05-26,9.373
1993-05-27,6.485
1993-05-28,5.352
1993-05-29,4.955
1993-05-30,4.729
1993-05-31,5.182
1993-06-01,11.865
1993-06-02,7.277
1993-06-03,5.437
1993-06-04,4.899
1993-06-05,4.531
1993-06-06,4.276
1993-06-07,4.106
1993-06-08,3.908
1993-06-09,3.738
1993-06-10,3.568
1993-06-11,3.426
1993-06-12,3.313
1993-06-13,3.256
1993-06-14,3.228
1993-06-15,3.426
1993-06-16,5.324
1993-06-17,3.766
1993-06-18,3.681
1993-06-19,3.71
1993-06-20,3.087
1993-06-21,2.973
1993-06-22,3.087
1993-06-23,3.2
1993-06-24,2.832
1993-06-25,2.775
1993-06-26,2.662
1993-06-27,2.52
1993-06-28,2.492
1993-06-29,2.464
1993-06-30,2.322
1993-07-01,3.228
1993-07-02,4.474
1993-07-03,2.945
1993-07-04,2.407
1993-07-05,2.265
1993-07-06,2.18
1993-07-07,2.01
1993-07-08,1.897
1993-07-09,1.784
1993-07-10,1.869
1993-07-11,3.058
1993-07-12,2.605
1993-07-13,2.209
1993-07-14,1.897
1993-07-15,2.01
1993-07-16,2.52
1993-07-17,2.095
1993-07-18,1.812
1993-07-19,1.727
1993-07-20,1.614
1993-07-21,1.501
1993-07-22,1.388
1993-07-23,1.331
1993-07-24,1.274
1993-07-25,1.274
1993-07-26,1.671
1993-07-27,3.143
1993-07-28,2.095
1993-07-29,1.727
1993-07-30,1.501
1993-07-31,1.303
1993-08-01,1.246
1993-08-02,1.218
1993-08-03,1.303
1993-08-04,1.727
1993-08-05,2.945
1993-08-06,2.464
1993-08-07,6.145
1993-08-08,5.89
1993-08-09,3.058
1993-08-10,2.294
1993-08-11,2.01
1993-08-12,1.841
1993-08-13,1.841
1993-08-14,1.841
1993-08-15,1.926
1993-08-16,1.954
1993-08-17,2.01
1993-08-18,1.926
1993-08-19,1.727
1993-08-20,3.058
1993-08-21,4.021
1993-08-22,2.945
1993-08-23,2.18
1993-08-24,1.812
1993-08-25,1.642
1993-08-26,1.642
1993-08-27,1.586
1993-08-28,1.614
1993-08-29,1.501
1993-08-30,1.472
1993-08-31,1.388
1993-09-01,1.331
1993-09-02,1.274
1993-09-03,1.246
1993-09-04,1.274
1993-09-05,1.303
1993-09-06,1.303
1993-09-07,1.274
1993-09-08,1.189
1993-09-09,1.161
1993-09-10,1.218
1993-09-11,1.246
1993-09-12,1.104
1993-09-13,1.048
1993-09-14,0.991
1993-09-15,1.019
1993-09-16,1.557
1993-09-17,1.727
1993-09-18,1.671
1993-09-19,1.472
1993-09-20,1.246
1993-09-21,1.274
1993-09-22,1.133
1993-09-23,1.104
1993-09-24,1.133
1993-09-25,1.048
1993-09-26,1.019
1993-09-27,1.076
1993-09-28,1.161
1993-09-29,1.529
1993-09-30,1.359
1993-10-01,1.076
1993-10-02,1.048
1993-10-03,1.019
1993-10-04,0.963
1993-10-05,0.963
1993-10-06,0.963
1993-10-07,0.878
1993-10-08,0.878
1993-10-09,0.934
1993-10-10,0.878
1993-10-11,0.878
1993-10-12,0.963
1993-10-13,1.019
1993-10-14,0.991
1993-10-15,1.019
1993-10-16,1.133
1993-10-17,1.246
1993-10-18,1.331
1993-10-19,1.472
1993-10-20,1.331
1993-10-21,1.274
1993-10-22,1.218
1993-10-23,1.189
1993-10-24,1.274
1993-10-25,1.189
1993-10-26,1.218
1993-10-27,1.161
1993-10-28,1.133
1993-10-29,1.133
1993-10-30,1.671
1993-10-31,2.18
1993-11-01,2.549
1993-11-02,1.841
1993-11-03,1.557
1993-11-04,1.472
1993-11-05,1.869
1993-11-06,5.437
1993-11-07,3.54
1993-11-08,2.265
1993-11-09,1.841
1993-11-10,1.727
1993-11-11,1.642
1993-11-12,1.557
1993-11-13,1.529
1993-11-14,1.586
1993-11-15,2.549
1993-11-16,4.955
1993-11-17,3.54
1993-11-18,2.917
1993-11-19,2.945
1993-11-20,2.492
1993-11-21,2.209
1993-11-22,2.067
1993-11-23,1.954
1993-11-24,1.869
1993-11-25,1.784
1993-11-26,1.841
1993-11-27,2.549
1993-11-28,4.984
1993-11-29,3.936
1993-11-30,3.143
1993-12-01,2.69
1993-12-02,2.464
1993-12-03,2.294
1993-12-04,2.407
1993-12-05,12.261
1993-12-06,13.422
1993-12-07,7.164
1993-12-08,4.984
1993-12-09,3.936
1993-12-10,3.851
1993-12-11,5.89
1993-12-12,6.598
1993-12-13,5.154
1993-12-14,4.502
1993-12-15,5.069
1993-12-16,6.145
1993-12-17,6.258
1993-12-18,5.55
1993-12-19,5.04
1993-12-20,5.125
1993-12-21,17.811
1993-12-22,15.433
1993-12-23,9.599
1993-12-24,7.192
1993-12-25,5.663
1993-12-26,4.927
1993-12-27,4.361
1993-12-28,4.078
1993-12-29,14.187
1993-12-30,20.19
1993-12-31,11.95
1994-01-01,8.75
1994-01-02,7.504
1994-01-03,7.73
1994-01-04,18.802
1994-01-05,19.086
1994-01-06,12.601
1994-01-07,13.564
1994-01-08,58.616
1994-01-09,30.299
1994-01-10,16.112
1994-01-11,13.649
1994-01-12,56.35
1994-01-13,40.493
1994-01-14,22.427
1994-01-15,15.801
1994-01-16,13.875
1994-01-17,33.98
1994-01-18,28.317
1994-01-19,15.574
1994-01-20,12.743
1994-01-21,11.044
1994-01-22,8.891
1994-01-23,8.297
1994-01-24,7.73
1994-01-25,7.419
1994-01-26,10.194
1994-01-27,20.7
1994-01-28,54.935
1994-01-29,62.863
1994-01-30,26.221
1994-01-31,18.887
1994-02-01,15.008
1994-02-02,12.828
1994-02-03,11.412
1994-02-04,10.336
1994-02-05,11.27
1994-02-06,13.592
1994-02-07,11.242
1994-02-08,10.619
1994-02-09,11.978
1994-02-10,16.112
1994-02-11,84.384
1994-02-12,147.247
1994-02-13,56.35
1994-02-14,25.712
1994-02-15,20.19
1994-02-16,17.047
1994-02-17,14.781
1994-02-18,13.337
1994-02-19,12.205
1994-02-20,11.327
1994-02-21,12.997
1994-02-22,16.367
1994-02-23,76.739
1994-02-24,219.172
1994-02-25,63.713
1994-02-26,28.317
1994-02-27,21.294
1994-02-28,17.896
1994-03-01,29.166
1994-03-02,99.958
1994-03-03,113.267
1994-03-04,54.651
1994-03-05,32.564
1994-03-06,25.089
1994-03-07,20.671
1994-03-08,17.84
1994-03-09,16.764
1994-03-10,35.113
1994-03-11,28.6
1994-03-12,20.954
1994-03-13,17.5
1994-03-14,16.027
1994-03-15,14.555
1994-03-16,13.139
1994-03-17,11.921
1994-03-18,11.213
1994-03-19,10.675
1994-03-20,10.109
1994-03-21,9.883
1994-03-22,10.534
1994-03-23,9.429
1994-03-24,10.874
1994-03-25,20.983
1994-03-26,18.463
1994-03-27,74.19
1994-03-28,651.286
1994-03-29,209.827
1994-03-30,75.889
1994-03-31,43.891
1994-04-01,33.131
1994-04-02,26.108
1994-04-03,22.71
1994-04-04,23.333
1994-04-05,19.369
1994-04-06,46.44
1994-04-07,45.873
1994-04-08,32.847
1994-04-09,25.117
1994-04-10,20.983
1994-04-11,21.039
1994-04-12,20.218
1994-04-13,69.376
1994-04-14,79.57
1994-04-15,34.263
1994-04-16,94.861
1994-04-17,96.277
1994-04-18,34.83
1994-04-19,26.165
1994-04-20,21.606
1994-04-21,18.378
1994-04-22,16.31
1994-04-23,14.725
1994-04-24,13.337
1994-04-25,12.205
1994-04-26,11.383
1994-04-27,11.27
1994-04-28,13.45
1994-04-29,10.081
1994-04-30,8.976
1994-05-01,8.438
1994-05-02,8.042
1994-05-03,9.203
1994-05-04,15.348
1994-05-05,10.279
1994-05-06,8.495
1994-05-07,7.815
1994-05-08,9.26
1994-05-09,9.033
1994-05-10,7.617
1994-05-11,6.966
1994-05-12,6.456
1994-05-13,6.201
1994-05-14,5.918
1994-05-15,6.853
1994-05-16,9.005
1994-05-17,7.476
1994-05-18,6.286
1994-05-19,5.692
1994-05-20,5.295
1994-05-21,4.984
1994-05-22,4.786
1994-05-23,4.502
1994-05-24,4.304
1994-05-25,4.134
1994-05-26,4.729
1994-05-27,6.485
1994-05-28,5.918
1994-05-29,4.502
1994-05-30,4.049
1994-05-31,3.766
1994-06-01,3.625
1994-06-02,3.738
1994-06-03,4.616
1994-06-04,4.163
1994-06-05,3.483
1994-06-06,26.873
1994-06-07,24.154
1994-06-08,28.883
1994-06-09,15.659
1994-06-10,12.969
1994-06-11,9.996
1994-06-12,8.099
1994-06-13,6.966
1994-06-14,6.428
1994-06-15,6.456
1994-06-16,6.768
1994-06-17,19.567
1994-06-18,30.016
1994-06-19,51.253
1994-06-20,27.496
1994-06-21,16.82
1994-06-22,12.035
1994-06-23,9.231
1994-06-24,8.099
1994-06-25,8.891
1994-06-26,10.59
1994-06-27,71.075
1994-06-28,110.436
1994-06-29,31.715
1994-06-30,24.551
1994-07-01,17.783
1994-07-02,13.932
1994-07-03,11.751
1994-07-04,11.327
1994-07-05,9.175
1994-07-06,8.042
1994-07-07,7.164
1994-07-08,6.824
1994-07-09,11.242
1994-07-10,8.75
1994-07-11,11.582
1994-07-12,15.801
1994-07-13,16.452
1994-07-14,15.263
1994-07-15,12.431
1994-07-16,11.298
1994-07-17,12.459
1994-07-18,12.205
1994-07-19,10.76
1994-07-20,13.281
1994-07-21,14.498
1994-07-22,12.488
1994-07-23,10.279
1994-07-24,8.014
1994-07-25,6.768
1994-07-26,9.883
1994-07-27,47.855
1994-07-28,106.188
1994-07-29,45.024
1994-07-30,19.85
1994-07-31,17.925
1994-08-01,40.21
1994-08-02,39.36
1994-08-03,34.263
1994-08-04,37.661
1994-08-05,32.847
1994-08-06,28.6
1994-08-07,21.153
1994-08-08,16.537
1994-08-09,13.762
1994-08-10,11.723
1994-08-11,9.996
1994-08-12,8.835
1994-08-13,8.184
1994-08-14,7.334
1994-08-15,8.155
1994-08-16,15.348
1994-08-17,10.93
1994-08-18,8.184
1994-08-19,6.824
1994-08-20,6.286
1994-08-21,10.704
1994-08-22,19.17
1994-08-23,13.62
1994-08-24,9.401
1994-08-25,7.504
1994-08-26,6.513
1994-08-27,5.947
1994-08-28,5.692
1994-08-29,5.125
1994-08-30,4.899
1994-08-31,4.644
1994-09-01,4.729
1994-09-02,5.295
1994-09-03,6.315
1994-09-04,5.352
1994-09-05,4.814
1994-09-06,4.587
1994-09-07,4.701
1994-09-08,4.304
1994-09-09,4.191
1994-09-10,4.163
1994-09-11,3.851
1994-09-12,3.511
1994-09-13,3.313
1994-09-14,3.228
1994-09-15,3.171
1994-09-16,3.171
1994-09-17,3.681
1994-09-18,5.89
1994-09-19,4.276
1994-09-20,3.426
1994-09-21,3.143
1994-09-22,2.945
1994-09-23,3.681
1994-09-24,8.948
1994-09-25,5.692
1994-09-26,4.106
1994-09-27,3.681
1994-09-28,3.568
1994-09-29,3.341
1994-09-30,3.171
1994-10-01,3.143
1994-10-02,3.228
1994-10-03,12.544
1994-10-04,12.799
1994-10-05,7.051
1994-10-06,5.069
1994-10-07,4.304
1994-10-08,3.879
1994-10-09,3.766
1994-10-10,6.683
1994-10-11,7.079
1994-10-12,5.862
1994-10-13,11.808
1994-10-14,38.511
1994-10-15,40.776
1994-10-16,18.576
1994-10-17,12.403
1994-10-18,9.656
1994-10-19,8.212
1994-10-20,16.905
1994-10-21,16.848
1994-10-22,13.054
1994-10-23,12.516
1994-10-24,11.213
1994-10-25,9.628
1994-10-26,8.693
1994-10-27,7.73
1994-10-28,7.023
1994-10-29,6.456
1994-10-30,6.116
1994-10-31,5.918
1994-11-01,5.805
1994-11-02,5.578
1994-11-03,5.125
1994-11-04,4.955
1994-11-05,5.125
1994-11-06,5.493
1994-11-07,6.116
1994-11-08,5.097
1994-11-09,4.786
1994-11-10,5.522
1994-11-11,8.92
1994-11-12,7.164
1994-11-13,6.315
1994-11-14,5.777
1994-11-15,5.409
1994-11-16,5.097
1994-11-17,4.899
1994-11-18,4.757
1994-11-19,4.559
1994-11-20,4.361
1994-11-21,4.276
1994-11-22,4.446
1994-11-23,4.106
1994-11-24,3.851
1994-11-25,3.794
1994-11-26,3.993
1994-11-27,7.73
1994-11-28,41.909
1994-11-29,57.2
1994-11-30,20.615
1994-12-01,13.904
1994-12-02,11.044
1994-12-03,9.769
1994-12-04,15.914
1994-12-05,52.952
1994-12-06,48.988
1994-12-07,25.938
1994-12-08,19.114
1994-12-09,15.688
1994-12-10,20.473
1994-12-11,60.032
1994-12-12,37.661
1994-12-13,24.041
1994-12-14,18.604
1994-12-15,15.461
1994-12-16,13.592
1994-12-17,12.884
1994-12-18,11.78
1994-12-19,10.59
1994-12-20,9.713
1994-12-21,9.146
1994-12-22,9.118
1994-12-23,9.288
1994-12-24,8.637
1994-12-25,7.985
1994-12-26,7.561
1994-12-27,7.249
1994-12-28,7.023
1994-12-29,6.824
1994-12-30,6.626
1994-12-31,6.626
1995-01-01,6.569
1995-01-02,6.371
1995-01-03,6.003
1995-01-04,5.833
1995-01-05,5.635
1995-01-06,6.853
1995-01-07,30.582
1995-01-08,17.358
1995-01-09,12.714
1995-01-10,10.845
1995-01-11,14.81
1995-01-12,34.546
1995-01-13,25.23
1995-01-14,54.085
1995-01-15,159.14
1995-01-16,96.843
1995-01-17,37.095
1995-01-18,26.986
1995-01-19,27.156
1995-01-20,34.263
1995-01-21,26.901
1995-01-22,21.266
1995-01-23,17.84
1995-01-24,15.404
1995-01-25,13.366
1995-01-26,12.346
1995-01-27,11.497
1995-01-28,25.967
1995-01-29,34.263
1995-01-30,27.807
1995-01-31,22.059
1995-02-01,18.038
1995-02-02,15.857
1995-02-03,14.102
1995-02-04,14.13
1995-02-05,12.856
1995-02-06,11.525
1995-02-07,10.959
1995-02-08,10.675
1995-02-09,8.608
1995-02-10,10.704
1995-02-11,12.629
1995-02-12,11.157
1995-02-13,10.081
1995-02-14,9.741
1995-02-15,9.883
1995-02-16,139.602
1995-02-17,470.059
1995-02-18,160.556
1995-02-19,55.218
1995-02-20,38.511
1995-02-21,30.865
1995-02-22,25.06
1995-02-23,21.492
1995-02-24,19.312
1995-02-25,16.792
1995-02-26,15.319
1995-02-27,16.82
1995-02-28,41.343
1995-03-01,37.378
1995-03-02,32.564
1995-03-03,26.221
1995-03-04,24.749
1995-03-05,27.326
1995-03-06,49.271
1995-03-07,34.546
1995-03-08,103.073
1995-03-09,174.715
1995-03-10,58.616
1995-03-11,32.847
1995-03-12,26.306
1995-03-13,22.625
1995-03-14,19.68
1995-03-15,17.641
1995-03-16,16.141
1995-03-17,14.81
1995-03-18,13.62
1995-03-19,12.403
1995-03-20,11.78
1995-03-21,14.073
1995-03-22,12.12
1995-03-23,11.185
1995-03-24,10.222
1995-03-25,9.373
1995-03-26,8.976
1995-03-27,8.92
1995-03-28,11.412
1995-03-29,9.486
1995-03-30,8.75
1995-03-31,8.127
1995-04-01,7.646
1995-04-02,7.306
1995-04-03,6.909
1995-04-04,6.711
1995-04-05,6.598
1995-04-06,6.23
1995-04-07,6.088
1995-04-08,5.833
1995-04-09,5.578
1995-04-10,5.409
1995-04-11,5.295
1995-04-12,6.145
1995-04-13,8.722
1995-04-14,6.315
1995-04-15,5.663
1995-04-16,5.352
1995-04-17,5.125
1995-04-18,5.012
1995-04-19,4.786
1995-04-20,5.692
1995-04-21,18.179
1995-04-22,16.877
1995-04-23,10.959
1995-04-24,11.61
1995-04-25,9.798
1995-04-26,8.24
1995-04-27,7.079
1995-04-28,6.286
1995-04-29,5.663
1995-04-30,5.437
1995-05-01,5.748
1995-05-02,7.023
1995-05-03,6.258
1995-05-04,5.267
1995-05-05,5.777
1995-05-06,5.125
1995-05-07,4.616
1995-05-08,4.332
1995-05-09,4.701
1995-05-10,45.307
1995-05-11,22.682
1995-05-12,12.997
1995-05-13,9.939
1995-05-14,10.336
1995-05-15,19.539
1995-05-16,14.64
1995-05-17,11.468
1995-05-18,9.514
1995-05-19,9.911
1995-05-20,12.091
1995-05-21,9.656
1995-05-22,7.985
1995-05-23,6.938
1995-05-24,6.088
1995-05-25,5.522
1995-05-26,5.154
1995-05-27,4.899
1995-05-28,7.221
1995-05-29,6.654
1995-05-30,5.012
1995-05-31,4.616
1995-06-01,4.842
1995-06-02,18.661
1995-06-03,11.355
1995-06-04,6.145
1995-06-05,4.927
1995-06-06,4.587
1995-06-07,4.304
1995-06-08,4.814
1995-06-09,4.134
1995-06-10,3.879
1995-06-11,4.134
1995-06-12,20.869
1995-06-13,14.017
1995-06-14,6.428
1995-06-15,5.012
1995-06-16,4.587
1995-06-17,5.125
1995-06-18,4.276
1995-06-19,3.851
1995-06-20,3.794
1995-06-21,3.993
1995-06-22,6.031
1995-06-23,4.701
1995-06-24,3.766
1995-06-25,3.426
1995-06-26,3.285
1995-06-27,5.21
1995-06-28,3.851
1995-06-29,3.143
1995-06-30,3.002
1995-07-01,4.049
1995-07-02,5.097
1995-07-03,3.71
1995-07-04,3.37
1995-07-05,4.616
1995-07-06,4.134
1995-07-07,3.285
1995-07-08,2.945
1995-07-09,2.747
1995-07-10,2.549
1995-07-11,2.435
1995-07-12,2.322
1995-07-13,2.18
1995-07-14,2.095
1995-07-15,2.209
1995-07-16,2.492
1995-07-17,2.294
1995-07-18,2.124
1995-07-19,1.954
1995-07-20,1.784
1995-07-21,1.727
1995-07-22,1.982
1995-07-23,3.823
1995-07-24,3.115
1995-07-25,2.294
1995-07-26,2.01
1995-07-27,1.784
1995-07-28,3.908
1995-07-29,7.391
1995-07-30,2.718
1995-07-31,2.039
1995-08-01,1.869
1995-08-02,1.869
1995-08-03,1.926
1995-08-04,1.642
1995-08-05,1.642
1995-08-06,1.614
1995-08-07,2.18
1995-08-08,4.049
1995-08-09,3.936
1995-08-10,2.633
1995-08-11,2.01
1995-08-12,1.784
1995-08-13,1.557
1995-08-14,1.444
1995-08-15,1.359
1995-08-16,1.274
1995-08-17,1.189
1995-08-18,1.104
1995-08-19,1.076
1995-08-20,1.048
1995-08-21,1.897
1995-08-22,2.464
1995-08-23,1.784
1995-08-24,1.812
1995-08-25,1.416
1995-08-26,1.756
1995-08-27,3.879
1995-08-28,5.748
1995-08-29,2.803
1995-08-30,2.01
1995-08-31,1.642
1995-09-01,1.501
1995-09-02,1.501
1995-09-03,1.416
1995-09-04,1.274
1995-09-05,1.189
1995-09-06,1.133
1995-09-07,1.133
1995-09-08,1.048
1995-09-09,0.991
1995-09-10,0.963
1995-09-11,0.934
1995-09-12,0.906
1995-09-13,0.963
1995-09-14,3.143
1995-09-15,4.417
1995-09-16,2.577
1995-09-17,4.361
1995-09-18,3.738
1995-09-19,2.322
1995-09-20,1.812
1995-09-21,2.379
1995-09-22,30.582
1995-09-23,18.321
1995-09-24,6.598
1995-09-25,4.587
1995-09-26,3.908
1995-09-27,3.455
1995-09-28,3.03
1995-09-29,2.662
1995-09-30,2.379
1995-10-01,2.095
1995-10-02,1.982
1995-10-03,2.039
1995-10-04,34.263
1995-10-05,116.099
1995-10-06,214.358
1995-10-07,68.527
1995-10-08,15.631
1995-10-09,11.638
1995-10-10,9.203
1995-10-11,7.702
1995-10-12,6.739
1995-10-13,6.088
1995-10-14,6.06
1995-10-15,6.654
1995-10-16,5.663
1995-10-17,4.87
1995-10-18,4.474
1995-10-19,4.248
1995-10-20,4.191
1995-10-21,4.304
1995-10-22,4.332
1995-10-23,3.766
1995-10-24,3.653
1995-10-25,3.511
1995-10-26,3.37
1995-10-27,5.607
1995-10-28,15.886
1995-10-29,10.59
1995-10-30,7.617
1995-10-31,6.428
1995-11-01,6.031
1995-11-02,16.339
1995-11-03,55.784
1995-11-04,48.705
1995-11-05,21.974
1995-11-06,16.197
1995-11-07,44.174
1995-11-08,75.323
1995-11-09,31.432
1995-11-10,20.275
1995-11-11,28.6
1995-11-12,41.343
1995-11-13,25.117
1995-11-14,19.652
1995-11-15,16.169
1995-11-16,13.535
1995-11-17,12.035
1995-11-18,10.902
1995-11-19,10.166
1995-11-20,9.429
1995-11-21,8.835
1995-11-22,8.269
1995-11-23,7.815
1995-11-24,7.561
1995-11-25,7.249
1995-11-26,6.768
1995-11-27,6.485
1995-11-28,6.711
1995-11-29,16.084
1995-11-30,12.233
1995-12-01,9.599
1995-12-02,8.58
1995-12-03,7.759
1995-12-04,7.674
1995-12-05,7.957
1995-12-06,7.306
1995-12-07,7.249
1995-12-08,8.325
1995-12-09,42.192
1995-12-10,28.883
1995-12-11,17.811
1995-12-12,14.045
1995-12-13,12.12
1995-12-14,10.732
1995-12-15,9.798
1995-12-16,9.429
1995-12-17,9.599
1995-12-18,8.891
1995-12-19,49.838
1995-12-20,37.945
1995-12-21,21.153
1995-12-22,16.48
1995-12-23,13.819
1995-12-24,11.893
1995-12-25,10.647
1995-12-26,9.798
1995-12-27,9.061
1995-12-28,8.495
1995-12-29,7.787
1995-12-30,7.334
1995-12-31,7.702
1996-01-01,21.662
1996-01-02,29.449
1996-01-03,45.024
1996-01-04,26.42
1996-01-05,18.349
1996-01-06,29.449
1996-01-07,77.022
1996-01-08,45.873
1996-01-09,25.853
1996-01-10,21.662
1996-01-11,19.114
1996-01-12,33.697
1996-01-13,25.91
1996-01-14,20.02
1996-01-15,18.066
1996-01-16,18.491
1996-01-17,18.689
1996-01-18,17.726
1996-01-19,53.802
1996-01-20,45.024
1996-01-21,24.862
1996-01-22,19.397
1996-01-23,16.65
1996-01-24,30.582
1996-01-25,26.901
1996-01-26,46.723
1996-01-27,314.316
1996-01-28,221.154
1996-01-29,60.315
1996-01-30,36.246
1996-01-31,42.758
1996-02-01,34.546
1996-02-02,79.57
1996-02-03,106.754
1996-02-04,41.626
1996-02-05,26.08
1996-02-06,22.767
1996-02-07,20.643
1996-02-08,26.589
1996-02-09,47.289
1996-02-10,35.113
1996-02-11,26.958
1996-02-12,21.861
1996-02-13,18.717
1996-02-14,17.273
1996-02-15,16.254
1996-02-16,14.81
1996-02-17,13.592
1996-02-18,12.828
1996-02-19,12.233
1996-02-20,13.705
1996-02-21,16.282
1996-02-22,14.81
1996-02-23,13.592
1996-02-24,12.488
1996-02-25,11.213
1996-02-26,10.506
1996-02-27,10.222
1996-02-28,13.337
1996-02-29,14.243
1996-03-01,11.638
1996-03-02,11.072
1996-03-03,10.336
1996-03-04,9.429
1996-03-05,8.976
1996-03-06,63.996
1996-03-07,233.614
1996-03-08,245.79
1996-03-09,70.226
1996-03-10,30.299
1996-03-11,23.673
1996-03-12,20.558
1996-03-13,18.349
1996-03-14,16.509
1996-03-15,16.226
1996-03-16,20.303
1996-03-17,17.415
1996-03-18,15.291
1996-03-19,30.016
1996-03-20,25.513
1996-03-21,20.53
1996-03-22,17.556
1996-03-23,15.688
1996-03-24,14.527
1996-03-25,14.696
1996-03-26,16.792
1996-03-27,15.433
1996-03-28,48.705
1996-03-29,65.412
1996-03-30,34.263
1996-03-31,31.715
1996-04-01,38.228
1996-04-02,29.166
1996-04-03,24.154
1996-04-04,20.643
1996-04-05,18.094
1996-04-06,16.65
1996-04-07,15.546
1996-04-08,14.243
1996-04-09,14.243
1996-04-10,12.629
1996-04-11,11.808
1996-04-12,11.27
1996-04-13,10.874
1996-04-14,10.845
1996-04-15,10.279
1996-04-16,10.789
1996-04-17,9.684
1996-04-18,9.09
1996-04-19,9.968
1996-04-20,28.6
1996-04-21,81.836
1996-04-22,50.687
1996-04-23,25.853
1996-04-24,19.765
1996-04-25,16.594
1996-04-26,25.655
1996-04-27,32.281
1996-04-28,21.776
1996-04-29,17.811
1996-04-30,22.059
1996-05-01,25.598
1996-05-02,20.02
1996-05-03,16.622
1996-05-04,14.413
1996-05-05,12.884
1996-05-06,28.6
1996-05-07,80.703
1996-05-08,24.721
1996-05-09,17.217
1996-05-10,13.96
1996-05-11,13.564
1996-05-12,13.847
1996-05-13,10.93
1996-05-14,10.024
1996-05-15,11.695
1996-05-16,13.819
1996-05-17,10.251
1996-05-18,9.175
1996-05-19,8.325
1996-05-20,7.674
1996-05-21,7.136
1996-05-22,6.768
1996-05-23,6.485
1996-05-24,6.173
1996-05-25,23.39
1996-05-26,21.691
1996-05-27,39.927
1996-05-28,40.776
1996-05-29,34.263
1996-05-30,19.029
1996-05-31,14.272
1996-06-01,11.553
1996-06-02,10.109
1996-06-03,9.769
1996-06-04,9.316
1996-06-05,8.325
1996-06-06,7.504
1996-06-07,6.909
1996-06-08,6.909
1996-06-09,134.505
1996-06-10,200.483
1996-06-11,36.246
